Label;edited
__label__NO; НІХТО ВАС ЛІКУВАТИ НЕ БУДЕ 
__label__NO; Ніхто ж не може бути впевненим у тому  що він здоровий та не заразний до перших проявів симптомів
__label__NO; Ніхто не буде у вас через годину контролювати температуру чи насиченість крові киснем   поки ви самі цього зробити не заставите медперсонал 
__label__NO; Ніхто не заважає механіку при ремонті вкрутити гвинтик від іншої марки ( при підходящій різьбі і розмірах)
__label__NO; Ніхто нічого носити не буде і встановлювати це ПО теж
__label__NO; Ніхто української не виготовлятиме
__label__NO; Нічого  Володя  скоро возз'єднаєшся з росіянами і буде тобі щастя 
__label__NO;" Нічого ""лічного"""
__label__NO; Нічого вже не лікують і ні за які хвороби не згадують - вже майже рік про цей грип лише і ведуть балачки  причому лікувати його вперто НЕ ХОЧУТЬ
__label__NO; Нічого з цього не було зроблено після повідомлення від Обленерго про планове відключення одного з енерговводі лікарні від енергомережі для проведення планових робіт
__label__NO; Нічого не потрібно придумувати
__label__NO; Нічого особистого-це просто бізнес
__label__NO; НІЧОГО РОБИТИ НЕ ХОЧУТЬ
__label__NO; Ніяких лікарень
__label__NO; ніяких ліків
__label__NO; ніяких ШАНСІВ на Життя ні Нам ні Дітям і Онукам 
__label__NO; ніякого медичного супроводження
__label__NO; ніякої загадки
__label__NO; Но в нас все навпаки - люди сидять дома  не тестуються  забирають в лікарні вже на піхніх стадіях хвороби  а далі - як Бог дасть
__label__NO; Но мою інформацію до справи не пришиєш 
__label__NO; Нова  хороша
__label__NO; Новина є мережі
__label__NO; Норки - не гризуни  а куницеві
__label__NO; Норковий апокаліпсис
__label__NO; Норма направлена на стримання розповсюдження вірусу
__label__NO; Носити вам - не переносити
__label__NO; Носити намордник для мене - це безглуздя  бо я не можу бути носієм
__label__NO; Носіть маски та не видригуйтесь  а до антиковідників карма сама прийде
__label__NO; Носячи маску ми не себе захищаємо   а оточення від себе рятуємо ( цим самим виявляємо свою повагу до оточення 
__label__NO; НСЗУ додаткові лікарні і місця вводити не спішить  бо не має коштів
__label__NO; Ну
__label__NO; Ну  а бо вже борітся з поширенням короновіруса по серьйозному аби зменшити кількість захворюваних і знову таки зменшити навантаження на лікарні
__label__NO; Ну  аби економіка почала оживлятися хоч якось і знявся тягар з соціалки
__label__NO; Ну  але ж весело  по-приколу  пілять
__label__NO;" Ну  вона у мене ""хатня""  на вулиці  за кілька років  кілька разів була  всього"
__label__NO; Ну  звісно  якщо порядний
__label__NO; Ну  окрім вашої
__label__NO;" Ну  про школи мовчу це ж до теми ""пандемії"" не відноситься"
__label__NO; Ну  так сказав автор данного методу американський доктор Зеленко
__label__NO;" Ну  такий ""спец"" точно відрізнить де справжня епідемія  а де ні"
__label__NO; Ну  то ж так просто: не можна в розгар епідемії вакциною заражатися
__label__NO; Ну  тоді Вам в морг по новозбудованим ковідним дорогам
__label__NO; Ну  треба ж якось тримати =ліцо=
__label__NO; Ну  які вони мають бути
__label__NO; Ну а в другому турі - не було вибору
__label__NO; Ну а потім ураховувати це при відмові їх госпіталізації
__label__NO; Ну а тобі хочеться бути прилічним  але мозгом не вийшов
__label__NO; Ну а якщо із клоуном рівняти  то це просто мегаздобутки
__label__NO; Ну Ви і сказанули
__label__NO; Ну вибачте
__label__NO; Ну виміряв я припустимо рівень кисню в крові
__label__NO; Ну дехто їде за секс туризмом  бо в Росії дешеві самки які за банан готові розставити ноги
__label__NO; Ну і звісно Софія виступає проти вакцинації
__label__NO; Ну і лох
__label__NO; Ну і не можна  звичайно  довіряти статистиці таких країн  як Індія  або Афганістан
__label__NO; Ну і скоротили строкову службу в армії до року - Гриценко якраз почав перехід до повністю контрактної армії і стандарти НАТО почав імплементувати
__label__NO; Ну і слава Богу
__label__NO; Ну і що  що ми виявимо людей з позитивним тестом  окрім того  що вони самоізолюються
__label__NO; Ну кажу ж що ти ******
__label__NO; ну може не всі
__label__NO; Ну не було дуже давно такого  що зєніту попали Юве і Барса  як Динамо чи щоб спартаку попали Реал  Борусія і Інтер  як Шахтарю
__label__NO; Ну не може ж кожна людина закінчувати мед
__label__NO; Ну не можна ж так нагло і цинічно брехати і так відверто красти
__label__NO; Ну ніхрена не доходить
__label__NO; Ну нічого страшного  зараз щось новеньке підкинуть
__label__NO; Ну ок  давайте ще їбанем економіку
__label__NO; Ну окрім голівудських блокбастерів
__label__NO; ну посилювати медичну сферу  ліки
__label__NO; Ну пошле мені Господь подібне  і
__label__NO;" Ну старенькі люди не можуть дивитись ютуб чи читати різні інтернет статті  то можна для них декілька разів на добу хоч по тв давати такі інтерв""ю з порадами та застереженнями"
__label__NO;" ну тобто протестувати + заробити = всі ""довольні"" і всі при бабках"
__label__NO; Ну це так якби після того як тебе перестала підтримувати більшість населення тебе почали називати «антипрезидент»
__label__NO; Ну що  лохи  навибирали
__label__NO; Ну що більш тупого ще можна було прочитати на форумі
__label__NO; Ну я  власне  так і думав
__label__NO; Ну-ну
__label__NO; Ню-ню
__label__NO; Ню-ню
__label__NO; Нюхав кокс
__label__NO; обеспечение масками к примеру за свой счет
__label__NO; Обична перекись водороду - знезаражує всі віруси 
__label__NO; Обленерго ДТЕК зараз починають брати на обслуговування підстанції та електромережі споживачів  бо масово відбуваються аварії на мережах споживачів і немає кому кваліфіковано експлуатувати ці мережі
__label__NO; обмежили контакти мовляв) Це не карантин а профанація
__label__NO; Обмежували рух - було таке  але повністю не закривав НІХТО
__label__NO; Обов'язково
__label__NO; Огидний піар на людському горі
__label__NO; огидно що МОЗ  маскуючись за загальновизнаними(хоч і не факт що дієвими  тут я погоджусь) найменуваннями намагається українцям впарити нетесовану ширку
__label__NO; Один з дуже багатьох
__label__NO; Одна дама там вже не впорається
__label__NO; Одна з вчительок померла внаслідок ускладнень від коронавірусної інфекції
__label__NO; Одна крайність - заперечення існування ковіду  інша крайність - панічний страх перед ковідом і бажання закрити все
__label__NO; Одна проблема - як через смартфон киснем дихати
__label__NO; Одна справа місцеві боти у коментарях  а інша - вірусні пости у фейсбуках  інстаграмах  які пропускають модератори
__label__NO; Однак  в мене достатньо друзів та родичів на війні
__label__NO; Одним словом - клоун зі своїм цирком такі ж брехуни і хапуги  як барига з підбарижниками
__label__NO;" Однокурсник Путіна Швець: Якщо спецслужби РФ занесли коронавірус в Ухань - це шанс для ""наступників"" прибрати Путіна  звинувативши його в злодійстві"
__label__NO; Одну  Карл
__label__NO; Одну  Карл
__label__NO; Одну швидка забрала з дому
__label__NO; Одужуйте
__label__NO; Ой вона і дурепа
__label__NO; ОК
__label__NO; ОК
__label__NO; ОК
__label__NO; Окремо відзначив там наявність цинку
__label__NO;" Окрім ""де пруфи"" та образ ти не можеш нічого вимовити"
__label__NO; Окрім абсолютної маніпуляції фактами  як у даному випадку
__label__NO; Окрім партійного бухгалтера  мабуть  ніхто
__label__NO; Окрім того потрібні програми  які моделюють роботу пристроїв  які учні використовують на лабораторних роботах  які вчителі використовують при поданні матеріалу
__label__NO; Оксигенотерапія проводиться ними за допомогою масок  апаратів ЕКМО або назально
__label__NO; Он ***** хоч би що
__label__NO; Он пані Софія  інші форумчани теж пишуть і розповідають  як у тих країнах  де вони живуть
__label__NO; он як шоки у складочки єлі складаються
__label__NO; Они все платят налоги  пусть немного  но копієчка до копієчки
__label__NO; Они когда-нибудь  наконец  научатся ЗАПИСЫВАТЬ СВОЁ ВРАНЬЁ
__label__NO; Они нам нихрена на обязаны  если читать до конца предложения)))
__label__NO; онко 
__label__NO; Оно  в розвинутих країнах і степанова немає  а ситуація така ж сама - поганокерована
__label__NO; Оно теж одне  нанюхалось і давай організовувати опитування
__label__NO; Онови гугл-перекладач
__label__NO; ОПа запросила волонтерів правильно  і питання правильне задала
__label__NO;" опісля "" тяжкої "" недуги-- вух невидко було із- за щічок/ мабуть феофанії залікували голодом"
__label__NO; Орган місцевого самоврядування проігнорували рекомендації МОН України і не перевели школи на дистанційну форму навчання  а з гуртожитків студентів так і не відсилили
__label__NO; Організм реагує
__label__NO; Освіта не має нічого спільного з ймовірністю наявності певного числа дурнів в суспільстві
__label__NO; освіти (фактично сторонніх) пустять в коронавірусні лікарні
__label__NO; Освічена людина посоромилася б писати подібну твоїй ахінею
__label__NO; Оскільки  ще в квітні «слуги» проголосували «ковідну» поправку в закон про фінасування політичних партій  де дозволили партіям до кінця карантину щоквартальні звіти не подавати
__label__NO; Оскільки вони були антиконституційні
__label__NO; Оскільки госпіталізація найчастіше (але - не завжди) здійснюється на другому тижні  коли вже домінує вірус-індуковане імунне ураження легень  було нелогічно очікувати великого ефекту від противірусного препарату прямої дії  про що я неодноразово говорила
__label__NO; Основна причина - це школи та інші навчальні заклади
__label__NO; Основні обмеження стосувалися вихідних  коли мали закритися магазини та ринки (крім тих  які продавали товари першої необхідності)  салони краси  музеї з бібліотеками  зоопарки та атракціони  а також басейни (крім розташованих у готелях)
__label__NO; Особисто бачив такі поселення поблизу Кошіце
__label__NO; Особисто стикнувся з тим  що в Дніпрі в поліклініках не працюють навіть рентгенівські апарати  бо зламані  і це в час  коли запалення легенів відбувається частіше ніж банальний нежить
__label__NO; Особливий набір продуктів  а Єрмак ще й поскаржився  що погано годують  тому прислали людину  яка буде контролювати кухню  аби нашим шоловам КПСС було смачненько
__label__NO; Особливо  в умовах перманентного падіння виробництва у всіх галузях  а виробники виявилися нездатними запропонувати виробництво необхідного обладнання та медичних препаратів
__label__NO; Особливо  з огляду на швидкість поширення вірусу та збільшення госпіталізацій
__label__NO; Особливо виділяється Дубінський
__label__NO; Особливо небезпечним є для їх бабусів та дідусів  до яких діти повертаються зі школи
__label__NO; Особливо небезпечним є для їх бабусів та дідусів  до яких діти повертаються зі школи
__label__NO; Особливо по декларація видно
__label__NO; Особливо постарався Гройсман
__label__NO; Особливо потішила Корея -зарубали заразу на мінімумах і тотально тестували  і там не було того жаху Вуханю
__label__NO; Особливо рішення по відкриття вогню у відповідь
__label__NO; Особливо тих  кому вони дістались
__label__NO; Особливо ту  статистика за якою спирається на фальшиві тести
__label__NO; Особливо у китайські
__label__NO; Особливо це  відношення наголошувалося в боротьбі з туберкульозом  який до речі в Україні становить не меншу загрозу ніж ковід
__label__NO;" Особливо ці їхні чарівні ""мутації"""
__label__NO; Особливо чоловіка
__label__NO; Осталося купити кисневу подушку і вже якась страховка є
__label__NO; Останні дні в деталі не заходила: те  що бачила  здається  перестали розписувати  бо відповісти нема чим
__label__NO; Останні роки завжди падала
__label__NO;" Останній  до речі  персона також непроста і не чужа міському голові - член наглядової ради ""Галнафтогазу""  який належить давньому соратнику і фінансисту Садового  ""бензиновому королю"" Віталію Антонову"
__label__NO;" Останній  до речі  персона також непроста і не чужа міському голові - член наглядової ради ""Галнафтогазу""  який належить давньому соратнику і фінансисту Садового  ""бензиновому королю"" Віталію Антонову"
__label__NO; Останніх два-три тижні тотальний треш
__label__NO; Остання ввічлива відповідь
__label__NO; острівна Куба та
__label__NO; Ось - дослідним шляхом встановив  що це було плацебо
__label__NO; Ось вам приклад - Інформаційна Терапія https://informterapia
__label__NO; ось де відбувалося основне поширення  - розповів BBC доктор Кадзуакі Джиндай
__label__NO; Ось декілька з багатьох відгуків закордонних лікарів про ШВЛ і про те  що від них набагато більеш шкоди  ніж користі  при ковідній пневмонії
__label__NO; Ось до чого приводить голосування на виборах по-приколу
__label__NO; Ось є стіл  ось табуретка
__label__NO;" Ось і весь секрет ""українського чуда"""
__label__NO; Ось і маємо жаливий результат
__label__NO; Ось і результат
__label__NO; Ось інформація
__label__NO; Ось наприклад: графік мінфіну  на основі інтернет ресурсу  показує зростання протягом окремого часу і здається що  кількість інфікованих зростає щоденно
__label__NO; Ось ОПа і питає  як з того гівна виповзти
__label__NO; Ось посилання на брошуру англ
__label__NO; Ось так
__label__NO; Ось так біда
__label__NO; Ось таке виходить смертельне інфлюенсерство
__label__NO; Ось такі справи в дійсності 
__label__NO; Ось тобі ще одне припущення
__label__NO; Ось у чому його махінація
__label__NO; Ось ще моя стаття - в ній описано як протистояти ковіду і як його швидко виліковувати: http://inerton
__label__NO; Ось якось так 
__label__NO; Ось-ось в пливе нова схема
__label__NO; От брехуни
__label__NO; От в чому різниця
__label__NO;" От ви як раз той ""герой""  якого може знайти нагорода за наклеп"
__label__NO; От вони й ходять на роботу з бухиканням і температурою
__label__NO; От вони там і заражають тих  у кого нема ковіду
__label__NO; От зараз я почну вже по-справжньому боятися
__label__NO; От і живуть
__label__NO; От і маємо  мільярди виділених коштів  які виконавці не здатні правильно освоїти
__label__NO; От і ходжу на роботу можливо хворий можливо когось заражаю
__label__NO; от їх можна було б і стопорнути
__label__NO; От лише це лапи не одного олігарха  а декількох
__label__NO; От лошара
__label__NO; От спробуйте угадати  за кого я голосував торік
__label__NO; От так
__label__NO; от так якось думка в США формується )))
__label__NO; От таке воно двуличне
__label__NO; От ти на себе подивись
__label__NO; от тупі барани
__label__NO; От що має забезпечити влада
__label__NO; От щойно знайомий звонив
__label__NO; От якби якийсь Кернес загинув від відключення електрики в лікарні  тоді б влада зашевелилась
__label__NO; Отак і напиши у адресне віконечко віконечко: що таке локдаун
__label__NO; Отака фігня  малята
__label__NO; Отакий він дерібан
__label__NO; Отакий наш слага
__label__NO; Отакі розумні люди очолюють військову медицину в Україні
__label__NO; Отакі справи  Софія
__label__NO; Отам просто Клондайк  Ельдорадо  одразу бюджет збагатиться на сотні тисяч гривень 
__label__NO; ОтветьТЄ Зеленський
__label__NO; Отже  до кого повинні виникати запитання
__label__NO; Отже  Слуга народу  заявила  що профінансує президентське опитування з партійного рахунку
__label__NO; Отже  УВАГА
__label__NO; Отже карантин вже не впливає на розповсюдження вірусу
__label__NO; Отже можемо вважати що другого ввода практично немає у всіх лікарнях  або він потребує капітального ремонту
__label__NO; Отже тест Єрмака має бути позитивним ще пару місяців  якщо він дійсно тестувався а не бреше
__label__NO; Ото була б СЛАВАМ УКРАЇНІ
__label__NO; Ото видали статистики
__label__NO; Ото і весь карантин вихідного дня
__label__NO; Ото й по всьому
__label__NO; Ото така муйня малята
__label__NO; Ото така пуйня  малята
__label__NO; Отоварити холопів палками  щоб знали як проти всенародно обраного бубочки виступати
__label__NO; Отоді вакцинацію можна було би зробити дійсно загальною (масовою  і доступною якнайбільшій кількості людей)  адже вакцинація - це справді  один із найбільш ефективних способів захисту від хвороб
__label__NO; Отож - вірус теж не такий дурний
__label__NO; Отож - думай
__label__NO; отримано і все уже витрачено на премії поліцаям  за великі ризики у несенні служби в умовах коронавірусу
__label__NO; Офіційні числа від держ
__label__NO; Оце - загальний карантин
__label__NO;" Оце ""майстерність"" "
__label__NO; Оце життя тепер кайфове
__label__NO; Оцей бейджик начепив на куртку
__label__NO; оці відосіки - лише крик у пустелі
__label__NO; Очевидне намагання догодити світовому співтовариству
__label__NO; Очевидно  що далеко не всі діти живуть з дідусями і бабусями  ви ж пропонуєте стригти всіх під одну гребінку
__label__NO; Очевидно  що локдаун (закриття  зупинка) є останньою нормою в списку
__label__NO; П'яні лосі  які курили цигарки
__label__NO; П'ятий закон дурості Дурень - найнебезпечніший тип особистості
__label__NO; Павлова
__label__NO;" Пазл щодо вашої ""альтернативної"" освіти після цього допису вже склався остаточно"
__label__NO;" пАНЕ кОВАЛЬОВ  НА ЖАЛЬ; МICЦЕВА ВЛАДА ПРОТИ СПIВПРАЦI З"
__label__NO; Пані Софіє  наші теж звітують
__label__NO; Панове і панянки
__label__NO; Паперова полюція
__label__NO; Парки не забудьте закрити і патрулів туди заслати
__label__NO; Паціенти на ліжках  анастезіологи- зі шприцами  реаніматологи - з кисневими апаратами  паталогоанатоми - теж у зведеній колоні
__label__NO; Певно  засобів захисту недостатньо виділено державою
__label__NO; Певно  наврочив
__label__NO; Певно не в Україні
__label__NO; Певно що є   а нема то купить
__label__NO; Пекло горло  боліла голова  набряк в носоглотці і легкий сухий кашель вранці
__label__NO; Пенсійний фонд - спонсор КОВІДа
__label__NO; Пенсійному фонду - привіт
__label__NO; ПЕреважна більшість лікується вдома
__label__NO; Переважна більшість народу переносить інфекцію в легкій і середньої важкості формі (як звичайну простуду) і нікуди не звертаються взагалі
__label__NO; перевірено
__label__NO; Передача збудника хвороби може буть двосторонньою - як від людини до тварини  так і навпаки
__label__NO; Передбачити всі можливі і навіть неможливі сценарії і є одна із задач медеджменту
__label__NO; Переді мною сидить пані з відкритим носиком
__label__NO; Переймайте досвід  клоуни
__label__NO; Переносять іксодові кліщі
__label__NO; перепрошую
__label__NO; Перепрошую
__label__NO; Персонал той самий
__label__NO; Перший ватник пішов
__label__NO; Перший закон дурості Людина завжди недооцінює кількість ідіотів  які її оточують
__label__NO; перший поверх))
__label__NO;" Перший рейд у ""Велюр"""
__label__NO; Перший тест - позитивний
__label__NO; Першими партіями вакцини проколються небожителі і їх родини за рахунок держави  потім за свої кошти можне провакцинуватись кожний  хто залишився живим і в кого залишились гроші
__label__NO; Пижики забиті стоячими людьми які випадають через двері також контроля немає
__label__NO; Пипець підкрався непомітно
__label__NO;" Письмових матеріалів  на підставі яких вони приймають свої абсолютно не логічні і суперечливі ""рекомендації""  нема"
__label__NO; Питаєш  що ж ви натворили  а воно тупо: а що за Порошенка треба було голосувати
__label__NO; Питання - ніфіг було лохдаун весною вводити  коли ви не збиралися нічого не робити
__label__NO; Питання в тому  чия брехня дужча
__label__NO;" Питання проста:""Хто піде лікувати громадян Росії у ці центри і яку відповідальність понесе Україна у разі їх смерті на контрольованій нами території ( ми не гороримо про забезпечення цих центрів - припустимо  що Феофанія буде сарай у прівнянні)"
__label__NO; Питанням залишається хто саме і як писатиме тендери в МОЗ України
__label__NO; Питань не виникає
__label__NO; Питаю а мені як на изоляцію
__label__NO; Пить надо меньше
__label__NO; Пишеш іноді розумні речі
__label__NO; пиши у камсамольськуправду - там прокате
__label__NO; Півгодини тому був Альберт Хайні - половина народу без масок швендяє
__label__NO; Під Біляївкою  в Одеській області
__label__NO; Під Водяним поранив воїна #ЗСУ
__label__NO; Під впливом настоянки глоду
__label__NO; Під Золотим кинув гранату з БПЛА і ранив ще одного воїна
__label__NO; Підвищити податки для малого і середнього бізнесу  обкласти податками дрібну нерухомість і головне - збільшити тарифи на транспортування газу
__label__NO; піддослідні не знають і не можуть знати нічого
__label__NO;" Підїхав з заповненим стоячими людьми проходом ""Богданчик""  шофер був правда в масці  але з автобуса зійшло чоловік дванадцять  з которих тільки два були в масках"
__label__NO; підйомних і він через пару днів назад на роботу влаштувався
__label__NO; підрахунки строго по формулі
__label__NO; Підсумок підтвердив суперсили природи: та ж певна кількість лауреатів були дурні
__label__NO; Пільгове оподаткування повинні мати виробники  а не купи-продай
__label__NO; після ВЕЛИКОГО будівництва та МВС)
__label__NO; Після дев'яти місяців дерібану бюджету і повній бездіяльності влади  у підготовці країни  до пандемії почнуть сношати головного лікаря: - чи був там аварийний генератор
__label__NO; Після літа в нас стрімке збільшення хворих саме через дітей
__label__NO; Після літа пішла хвилі епідеміі саме через відкриття шкіл
__label__NO; Після літніх канікул одразу пішов спалах ковіду
__label__NO; Після масового використання КТ в пошуках матового скла  яке досі ніхто так інтенсивно не шукав
__label__NO;" Після нього очевидці відчували ""запах диму і нечистого повітря"""
__label__NO; Після повернення учнів з канікул одразу почався спалах ковід
__label__NO; Після того  як діти вийшли з канікули почався різкий спалах ковід 
__label__NO; Після того як його підхопиш вдруге -тоді вже напевне
__label__NO; Після того як поспилкувався з фахівцями  ми с жінкою вивчали тему вітаміну Д та дійшли висновку  що портібно приймати Вігантол Vigantol Oil (Німечина)  але його в аптеках не знайдешь зараз  в Інетереті можно знайти до речі
__label__NO; Після ускладнень від Covid людина отримує фіброзні легені і знижений через це рівень сатурації (( їй просто ходити доводиться заново вчитися   а працювати із страшною задишкою не вийде ((
__label__NO; Після цього був директором українського державного центру транспортного сервісу «Ліски»
__label__NO; Після цього так само вчинили і низка інших країн та Європейський союз
__label__NO; Після щеплення кожний отримував аспірін для збиття температури (звичайно  неконтрольованого)
__label__NO;" Планета перестала хворіти на грип  як тільки оголосили ""пландемію"""
__label__NO;" планові операції відмінено - цікаво скільки народу отримають загострення хронічних хворіб і в результаті ""загнуться"" і ще цікавіше який ""діагноз"" їм поставлять по факту "
__label__NO;" платежів; без локдауна - кожний слідкує за своїм здоров'ям самостійно  економіка працює далі)"
__label__NO; Платить за воздух
__label__NO; ПЛР тестів на добу та більше
__label__NO; Плюс  у нас реалії такі  що висока трудова міграція в столицю з сусідніх областей
__label__NO; Плюс Марцинків завжди проти влади та усіх карантинів
__label__NO; По білоруському сценарію
__label__NO; По всім прийнятим мірам проти пандемії всі мають значне обмеження окрім великих супермаркетів в яких   дотримуються всі необхідні предостороги   але це маячня
__label__NO; По всьому світу
__label__NO; По риториці зелений
__label__NO; По телевізору показували як святкували в Гепадопінську
__label__NO; По тисячі за день
__label__NO; По факту треба усвідомлювати  що його не буде від слова ВЗАГАЛІ
__label__NO; По штабах та управліннях  чи по боєвих частинах
__label__NO; По- перше не скоротиш робітника поки той на лікарняному  по- друге скорочення штату значним чином лупить по фінансах підприємства через всілякі виплати скороченому робітнику
__label__NO;" По-друге  недолуга карантинна політика веде до стовпотворінь у громадському транспорті  пояснюю: тролейбуси - комунальне підприємство  від держави в них є наказ - ""тільки сидячі пасажири""  всі інші види  маршрутки/автобуси - то вже приватні підприємства  і вони не виконують накази чи поради"
__label__NO; По-друге  треба було або самому з мосту в Дніпро вскочити і втопити в ньому всіх коронавірусів разом з носієм  або краще вкинути вищезгаданих поліціянтів
__label__NO; По-друге  щодо протестів проти карантинних заходів
__label__NO; По-друге - Ви трошки прискіпливіше подивіться як цю проблему вирішують цивілізовані країни (при локдауні - від підтримання роботодавців та працівників за рахунок держави та виплати за рахунок держави кожній фізичній особі коштів для прожиття  до замороження комунальних орендних та ін
__label__NO; По-перше  її ще немає  по-друге  вірус мутує  а по-третє  навіть після вакцини від грипу люди важко її переносять  почуваються наче при самому грипі  це розповідали ті  хто вакцинувався проти грипу в Італії 
__label__NO; По-перше  маю досвід  бо виріс у сільській місцевості  у нас було велике господарство - свині  різна птиця
__label__NO;" По-суті формується брежнєвська ""коллектівная безотвєтствєнность"""
__label__NO;" По-третє  дружу з людиною  що отримала вищу освіту у Москві  по спеціальності ""звіроводство"""
__label__NO; По-третє - замість Віслюкових доріг  ці кошти мали піти на безплатне лікування хворих на ковід  безплатні тести та підтримку бізнесу
__label__NO; Побачила мій бейджик і спочатку натягнула маску на носика  а потім узагалі піднялася й відійшла на пару метрів
__label__NO; Побачите скільки педагогів вже не зайдуть в свій клас
__label__NO; Побачите скільки педагогів вже не зайдуть в свій клас
__label__NO; Побічна дія
__label__NO; Повна ахінея  ковідошизофреник
__label__NO; Повний квартал з хрущами
__label__NO; Повністю
__label__NO; Повністю
__label__NO; Повторюсь
__label__NO; Погіршення гарантовано
__label__NO; погодився щоб гроші ковід фонду пішли на якісь дороги та мусорам
__label__NO; Подивимось скільки разів вас на Х пошлють
__label__NO; Подивимся на скільки їх вистачить
__label__NO; Подивись за посиланням
__label__NO; Подивіться на кількість вражених коронавірусом
__label__NO; Подібні апарати для циклу вдих/видих використовують не струм  а єнегію тиску  що в балоні і незамінні ак аварійна техніка в єкстремальніх ситуаціях
__label__NO; Подумали люди  що гріх не виконать останню просьбу помираючого
__label__NO;" Пожалуйста  цитата: ""Детально зупинилися на підготовці ліжок у разі збільшення хворих"
__label__NO; Поза тим  серед великої кількості ковід-скептиків  ви єдина  з ким я радий дискутувати
__label__NO; Позитивний результат плр-тесту зовсім не означає  що людина не те що хвора на ковід  мало хто з них якісь симптоми має
__label__NO; позітів
__label__NO; Показуха і клоунада  як і у всьому
__label__NO; Поки вона не потрапила в Україну
__label__NO;" Поки дочекаєшся швидкої  поки довезуть до лікарні  поки там ""оприходують"""
__label__NO; Поки люди не зрозуміють  не усвідомлять реальність загрози  ніякий міністр (яке б прізвище він не мав) не зможе нічого вдіяти
__label__NO; Поки люди не потрапляють до лікарні у них в уяві такі собі лікарі й медбрати  які біжать з каталкою та з крапельницями по коридорах лікарні  тримають за руку пацієнта  заглядають йому в очі  і роблять все  що в їх силах
